id,week,week_title,category,section,listed_in,reading_type,title,authors,year,source,publication_date_raw,volume,issue,pages,doi,doi_url,url,citation,notes,source_file
w02-u-022,2,"Project management, design thinking and operational tools",uni_provided_core,Core / listed weekly reading,university_course_reading_list,Website,The Lean Startup,"E, Reis",2018,"Apress,",©2018,,,1 online resource.,,,http://theleanstartup.com,"E, Reis (2018) The Lean Startup. Website Apress, Available at: http://theleanstartup.com",,Full-reading-list-leadership-management-in-health-humanitarianism.csv
w02-u-023,2,"Project management, design thinking and operational tools",uni_provided_core,Core / listed weekly reading,university_course_reading_list,Article,"Building theories of project management: past research, questions for the future","Söderlund, Jonas",2004,International Journal of Project Management,2004-4,22.0,3,183-191,10.1016/S0263-7863(03)00070-X,https://doi.org/10.1016/S0263-7863(03)00070-X,https://www.librarysearch.manchester.ac.uk/discovery/fulldisplay?docid=sciversesciencedirect_elsevierS0263-7863(03)00070-X&context=PC&vid=44MAN_INST:MU_NUI&search_scope=MyInst_and_CI&lang=en,"Söderlund, Jonas (2004) Building theories of project management: past research, questions for the future. Article International Journal of Project Management, 22.0(3), pp. 183-191 doi:10.1016/S0263-7863(03)00070-X Available at: https://www.librarysearch.manchester.ac.uk/discovery/fulldisplay?docid=sciversesciencedirect_elsevierS0263-7863(03)00070-X&context=PC&vid=44MAN_INST:MU_NUI&search_scope=MyInst_and_CI&lang=en",,Full-reading-list-leadership-management-in-health-humanitarianism.csv
w02-w-001,2,"Project management, design thinking and operational tools",wider_from_my_responses,Wider sources from my responses,my_responses_bibliography,Article/Book/Report,Indicators and reference data: A practical tool for project managers in humanitarian aid,Malteser International,2009,,,,,,,,,Malteser International (2009). Indicators and reference data: A practical tool for project managers in humanitarian aid. Cologne: Malteser International.,Wider source cited in weekly response; not part of the university-provided reading category for this week.,MY RESPONSES.docx / compiled_weekly_reading_list.docx
w02-w-002,2,"Project management, design thinking and operational tools",wider_from_my_responses,Wider sources from my responses,my_responses_bibliography,Article/Book/Report,Entrepreneurial innovation at Google,"Savoia, A. and Copeland, P",2011,,,,,,,,,"Savoia, A. and Copeland, P. (2011). ‘Entrepreneurial innovation at Google’, Computer, 44(4), pp. 56-63.",Wider source cited in weekly response; not part of the university-provided reading category for this week.,MY RESPONSES.docx / compiled_weekly_reading_list.docx
w02-w-003,2,"Project management, design thinking and operational tools",wider_from_my_responses,Wider sources from my responses,my_responses_bibliography,Article/Book/Report,Meta,"Tang, C",2025,,,,,,,,,"Tang, C. (2025). ‘Meta’s hyperscale infrastructure: Overview and insights’, Communications of the ACM, 68(2), pp. 52-63.",Wider source cited in weekly response; not part of the university-provided reading category for this week.,MY RESPONSES.docx / compiled_weekly_reading_list.docx
w02-w-004,2,"Project management, design thinking and operational tools",wider_from_my_responses,Wider sources from my responses,my_responses_bibliography,Article/Book/Report,The analysis of the contribution of human factors to in-flight loss of control accidents,"Ancel, E. and Shih, A.T",2012,,,,,,,,,"Ancel, E. and Shih, A.T. (2012). The analysis of the contribution of human factors to in-flight loss of control accidents. NASA.",Wider source cited in weekly response; not part of the university-provided reading category for this week.,MY RESPONSES.docx / compiled_weekly_reading_list.docx
w02-w-005,2,"Project management, design thinking and operational tools",wider_from_my_responses,Wider sources from my responses,my_responses_bibliography,Website,Reasoning models don’t always say what they think,Anthropic,2025,,,,,,,,https://www.anthropic.com/research/tracing-thoughts-language-model,Anthropic (2025). Reasoning models don’t always say what they think. Available at: https://www.anthropic.com/research/tracing-thoughts-language-model,Wider source cited in weekly response; not part of the university-provided reading category for this week.,MY RESPONSES.docx / compiled_weekly_reading_list.docx
w02-w-006,2,"Project management, design thinking and operational tools",wider_from_my_responses,Wider sources from my responses,my_responses_bibliography,Article/Book/Report,Competing against luck: The story of innovation and customer choice,"Christensen, C.M., Hall, T., Dillon, K. and Duncan, D.S",2016,,,,,,,,,"Christensen, C.M., Hall, T., Dillon, K. and Duncan, D.S. (2016). Competing against luck: The story of innovation and customer choice. New York: Harper Business.",Wider source cited in weekly response; not part of the university-provided reading category for this week.,MY RESPONSES.docx / compiled_weekly_reading_list.docx
w02-w-007,2,"Project management, design thinking and operational tools",wider_from_my_responses,Wider sources from my responses,my_responses_bibliography,Article/Book/Report,Working memory and attention: A conceptual analysis and review,"Cowan, N",2019,,,,,,,,,"Cowan, N. (2019). ‘Working memory and attention: A conceptual analysis and review’, Journal of Cognition, 2(1), p. 36.",Wider source cited in weekly response; not part of the university-provided reading category for this week.,MY RESPONSES.docx / compiled_weekly_reading_list.docx
w02-w-008,2,"Project management, design thinking and operational tools",wider_from_my_responses,Wider sources from my responses,my_responses_bibliography,Article/Book/Report,"If human error is the cause of most aviation accidents, then shouldn’t we remove the human? NASA Ames Research Center","Shively, J",2013,,,,,,,,,"Shively, J. (2013). If human error is the cause of most aviation accidents, then shouldn’t we remove the human? NASA Ames Research Center.",Wider source cited in weekly response; not part of the university-provided reading category for this week.,MY RESPONSES.docx / compiled_weekly_reading_list.docx
w02-w-009,2,"Project management, design thinking and operational tools",wider_from_my_responses,Wider sources from my responses,my_responses_bibliography,Article/Book/Report,Cognitive load theory,"Sweller, J",2011,,,,,,,,,"Sweller, J. (2011). ‘Cognitive load theory’, Psychology of Learning and Motivation, 55, pp. 37-76.",Wider source cited in weekly response; not part of the university-provided reading category for this week.,MY RESPONSES.docx / compiled_weekly_reading_list.docx
w03-u-024,3,"Leadership values, leadership practice and leadership under uncertainty",uni_provided_core,Core / listed weekly reading,university_course_reading_list,Article,"Leadership: Current Theories, Research, and Future Directions","Avolio, Bruce J.; Walumbwa, Fred O.; Weber, Todd J.",2009,Annual Review of Psychology,2009-01,60.0,1,421-449,10.1146/annurev.psych.60.110707.163621,https://doi.org/10.1146/annurev.psych.60.110707.163621,,"Avolio, Bruce J.; Walumbwa, Fred O.; Weber, Todd J. (2009) Leadership: Current Theories, Research, and Future Directions. Article Annual Review of Psychology, 60.0(1), pp. 421-449 doi:10.1146/annurev.psych.60.110707.163621",,Full-reading-list-leadership-management-in-health-humanitarianism.csv
w03-u-025,3,"Leadership values, leadership practice and leadership under uncertainty",uni_provided_core,Core / listed weekly reading,university_course_reading_list,Website,Leadership in Action: Leading Effectively in Humanitarian Operations,"Buchanan-Smith, Margie",,,,,,,,,https://www.alnap.org/system/files/content/resource/files/main/leadership-in-action-alnap-study.pdf,"Buchanan-Smith, Margie Leadership in Action: Leading Effectively in Humanitarian Operations. Website Available at: https://www.alnap.org/system/files/content/resource/files/main/leadership-in-action-alnap-study.pdf",,Full-reading-list-leadership-management-in-health-humanitarianism.csv
w03-u-026,3,"Leadership values, leadership practice and leadership under uncertainty",uni_provided_core,Core / listed weekly reading,university_course_reading_list,Article,Leading in Cynical Times,"Kouzes, James M; Posner, Barry Z",2005,Journal of management inquiry,2005-12,14.0,4,357-364,10.1177/1056492605280221,https://doi.org/10.1177/1056492605280221,https://eu.alma.exlibrisgroup.com/view/uresolver/44MAN_INST/openurl?ctx_enc=info:ofi/enc:UTF-8&ctx_id=10_1&ctx_tim=2021-11-20+12:06:19&ctx_ver=Z39.88-2004&url_ctx_fmt=info:ofi/fmt:kev:mtx:ctx&url_ver=Z39.88-2004&rfr_id=info:sid/primo.exlibrisgroup.com-proquest_cross&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft.genre=article&rft.atitle=Leading+in+Cynical+Times&rft.jtitle=Journal+of+management+inquiry&rft.au=Kouzes%2C+James+M&rft.date=2005-12&rft.volume=14&rft.issue=4&rft.spage=357&rft.epage=364&rft.pages=357-364&rft.issn=1056-4926&rft.eissn=1552-6542&rft_id=info:doi/10.1177%2F1056492605280221&rft.pub=Sage+Publications&rft.place=Thousand+Oaks%2C+CA&rft.stitle=J+MANAGE+INQUIRY&rft_dat=<proquest_cross>203312287</proquest_cross>&svc_dat=viewit,"Kouzes, James M ; Posner, Barry Z (2005) Leading in Cynical Times. Article Journal of management inquiry, 14.0(4), pp. 357-364 doi:10.1177/1056492605280221 Available at: https://eu.alma.exlibrisgroup.com/view/uresolver/44MAN_INST/openurl?ctx_enc=info:ofi/enc:UTF-8&ctx_id=10_1&ctx_tim=2021-11-20+12:06:19&ctx_ver=Z39.88-2004&url_ctx_fmt=info:ofi/fmt:kev:mtx:ctx&url_ver=Z39.88-2004&rfr_id=info:sid/primo.exlibrisgroup.com-proquest_cross&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft.genre=article&rft.atitle=Leading+in+Cynical+Times&rft.jtitle=Journal+of+management+inquiry&rft.au=Kouzes%2C+James+M&rft.date=2005-12&rft.volume=14&rft.issue=4&rft.spage=357&rft.epage=364&rft.pages=357-364&rft.issn=1056-4926&rft.eissn=1552-6542&rft_id=info:doi/10.1177%2F1056492605280221&rft.pub=Sage+Publications&rft.place=Thousand+Oaks%2C+CA&rft.stitle=J+MANAGE+INQUIRY&rft_dat=<proquest_cross>203312287</proquest_cross>&svc_dat=viewit",,Full-reading-list-leadership-management-in-health-humanitarianism.csv
w03-u-027,3,"Leadership values, leadership practice and leadership under uncertainty",uni_provided_additional,Additional reading,university_course_reading_list,Article,The in extremis leader,"Kolditz, Colonel Thomas A",2005,Leader to leader,2005-09,2005.0,S1,18-Jun,10.1002/ltl.370,https://doi.org/10.1002/ltl.370,https://eu.alma.exlibrisgroup.com/view/uresolver/44MAN_INST/openurl?ctx_enc=info:ofi/enc:UTF-8&ctx_id=10_1&ctx_tim=2021-11-20+12:08:15&ctx_ver=Z39.88-2004&url_ctx_fmt=info:ofi/fmt:kev:mtx:ctx&url_ver=Z39.88-2004&rfr_id=info:sid/primo.exlibrisgroup.com-wiley_istex&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft.genre=article&rft.atitle=The+in+extremis+leader&rft.jtitle=Leader+to+leader&rft.au=Kolditz%2C+Colonel+Thomas+A&rft.date=2005-09&rft.volume=2005&rft.issue=S1&rft.spage=6&rft.epage=18&rft.pages=6-18&rft.issn=1087-8149&rft.eissn=1531-5355&rft_id=info:doi/10.1002%2Fltl.370&rft.pub=Wiley+Subscription+Services%2C+Inc.%2C+A+Wiley+Company&rft.place=San+Francisco%2C+CA&rft_dat=<wiley_istex>LTL370</wiley_istex>&svc_dat=viewit,"Kolditz, Colonel Thomas A (2005) The in extremis leader. Article Leader to leader, 2005.0(S1), pp. 18-Jun doi:10.1002/ltl.370 Available at: https://eu.alma.exlibrisgroup.com/view/uresolver/44MAN_INST/openurl?ctx_enc=info:ofi/enc:UTF-8&ctx_id=10_1&ctx_tim=2021-11-20+12:08:15&ctx_ver=Z39.88-2004&url_ctx_fmt=info:ofi/fmt:kev:mtx:ctx&url_ver=Z39.88-2004&rfr_id=info:sid/primo.exlibrisgroup.com-wiley_istex&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft.genre=article&rft.atitle=The+in+extremis+leader&rft.jtitle=Leader+to+leader&rft.au=Kolditz%2C+Colonel+Thomas+A&rft.date=2005-09&rft.volume=2005&rft.issue=S1&rft.spage=6&rft.epage=18&rft.pages=6-18&rft.issn=1087-8149&rft.eissn=1531-5355&rft_id=info:doi/10.1002%2Fltl.370&rft.pub=Wiley+Subscription+Services%2C+Inc.%2C+A+Wiley+Company&rft.place=San+Francisco%2C+CA&rft_dat=<wiley_istex>LTL370</wiley_istex>&svc_dat=viewit",,Full-reading-list-leadership-management-in-health-humanitarianism.csv
w03-u-028,3,"Leadership values, leadership practice and leadership under uncertainty",uni_provided_additional,Additional reading,university_course_reading_list,Article,What leaders really do,"Kotter, J.P",1990,Harvard business review,1990-05,68.0,3,103-111,,,https://eu.alma.exlibrisgroup.com/view/uresolver/44MAN_INST/openurl?ctx_enc=info:ofi/enc:UTF-8&ctx_id=10_1&ctx_tim=2021-11-20+12:11:10&ctx_ver=Z39.88-2004&url_ctx_fmt=info:ofi/fmt:kev:mtx:ctx&url_ver=Z39.88-2004&rfr_id=info:sid/primo.exlibrisgroup.com-gale_proqu&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft.genre=article&rft.atitle=What+leaders+really+do&rft.jtitle=Harvard+business+review&rft.au=Kotter%2C+J.P&rft.date=1990-05&rft.volume=68&rft.issue=3&rft.spage=103&rft.epage=111&rft.pages=103-111&rft.issn=0017-8012&rft.pub=HARVARD+BUSINESS+REVIEW&rft.place=BOULDER&rft.stitle=HARVARD+BUS+REV&rft_id=info:pmid/10104518&rft_dat=<gale_proqu>1296488300</gale_proqu>&svc_dat=viewit&rft_galeid=A9020903,"Kotter, J.P (1990) What leaders really do. Article Harvard business review, 68.0(3), pp. 103-111 Available at: https://eu.alma.exlibrisgroup.com/view/uresolver/44MAN_INST/openurl?ctx_enc=info:ofi/enc:UTF-8&ctx_id=10_1&ctx_tim=2021-11-20+12:11:10&ctx_ver=Z39.88-2004&url_ctx_fmt=info:ofi/fmt:kev:mtx:ctx&url_ver=Z39.88-2004&rfr_id=info:sid/primo.exlibrisgroup.com-gale_proqu&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft.genre=article&rft.atitle=What+leaders+really+do&rft.jtitle=Harvard+business+review&rft.au=Kotter%2C+J.P&rft.date=1990-05&rft.volume=68&rft.issue=3&rft.spage=103&rft.epage=111&rft.pages=103-111&rft.issn=0017-8012&rft.pub=HARVARD+BUSINESS+REVIEW&rft.place=BOULDER&rft.stitle=HARVARD+BUS+REV&rft_id=info:pmid/10104518&rft_dat=<gale_proqu>1296488300</gale_proqu>&svc_dat=viewit&rft_galeid=A9020903",,Full-reading-list-leadership-management-in-health-humanitarianism.csv
w03-u-029,3,"Leadership values, leadership practice and leadership under uncertainty",uni_provided_additional,Additional reading,university_course_reading_list,Website,The understanding and practice of servant leadership,"Spears, Larry",,,,,,,,,https://www.regent.edu/acad/global/publications/sl_proceedings/2005/spears_practice.pdf,"Spears, Larry The understanding and practice of servant leadership. Website Available at: https://www.regent.edu/acad/global/publications/sl_proceedings/2005/spears_practice.pdf",,Full-reading-list-leadership-management-in-health-humanitarianism.csv
w03-w-001,3,"Leadership values, leadership practice and leadership under uncertainty",wider_from_my_responses,Wider sources from my responses,my_responses_bibliography,Article/Book/Report,Cautionary comments regarding the Myers-Briggs Type Indicator,"Pittenger, D.J",2005,,,,,,,,,"Pittenger, D.J. (2005). ‘Cautionary comments regarding the Myers-Briggs Type Indicator’, Consulting Psychology Journal: Practice and Research, 57(3), pp. 210-221.",Wider source cited in weekly response; not part of the university-provided reading category for this week.,MY RESPONSES.docx / compiled_weekly_reading_list.docx
w03-w-002,3,"Leadership values, leadership practice and leadership under uncertainty",wider_from_my_responses,Wider sources from my responses,my_responses_bibliography,Article/Book/Report,Gender Equality and Empowerment of Women through ICT,United Nations,2005,,,,,,,,,United Nations (2005). Gender Equality and Empowerment of Women through ICT. New York: United Nations.,Wider source cited in weekly response; not part of the university-provided reading category for this week.,MY RESPONSES.docx / compiled_weekly_reading_list.docx
w03-w-003,3,"Leadership values, leadership practice and leadership under uncertainty",wider_from_my_responses,Wider sources from my responses,my_responses_bibliography,Article/Book/Report,The critical role of personality and organizational factors as determinants of reactions to restricted and stressful environments,"Helmreich, R.L",1987,,,,,,,,,"Helmreich, R.L. (1987). The critical role of personality and organizational factors as determinants of reactions to restricted and stressful environments. NASA-CR-180621.",Wider source cited in weekly response; not part of the university-provided reading category for this week.,MY RESPONSES.docx / compiled_weekly_reading_list.docx
w03-w-004,3,"Leadership values, leadership practice and leadership under uncertainty",wider_from_my_responses,Wider sources from my responses,my_responses_bibliography,Article/Book/Report,"Thinking, fast and slow","Kahneman, D",2011,,,,,,,,,"Kahneman, D. (2011). Thinking, fast and slow. London: Penguin.",Wider source cited in weekly response; not part of the university-provided reading category for this week.,MY RESPONSES.docx / compiled_weekly_reading_list.docx
w03-w-005,3,"Leadership values, leadership practice and leadership under uncertainty",wider_from_my_responses,Wider sources from my responses,my_responses_bibliography,Article/Book/Report,In Extremis Leadership: Leading as if Your Life Depended on It,"Kolditz, T.A",2007,,,,,,,,,"Kolditz, T.A. (2007). In Extremis Leadership: Leading as if Your Life Depended on It. San Francisco: Jossey-Bass.",Wider source cited in weekly response; not part of the university-provided reading category for this week.,MY RESPONSES.docx / compiled_weekly_reading_list.docx
w03-w-006,3,"Leadership values, leadership practice and leadership under uncertainty",wider_from_my_responses,Wider sources from my responses,my_responses_bibliography,Article/Book/Report,Cognitive bias and how to improve sustainable decision making,"Korteling, J.E.H., Gerritsma, J.Y.J. and Toet, A",2023,,,,,,,,,"Korteling, J.E.H., Gerritsma, J.Y.J. and Toet, A. (2023). ‘Cognitive bias and how to improve sustainable decision making’, Frontiers in Psychology, 14, article 1129835.",Wider source cited in weekly response; not part of the university-provided reading category for this week.,MY RESPONSES.docx / compiled_weekly_reading_list.docx
w03-w-007,3,"Leadership values, leadership practice and leadership under uncertainty",wider_from_my_responses,Wider sources from my responses,my_responses_bibliography,Article/Book/Report,The perception of risk,"Slovic, P",2000,,,,,,,,,"Slovic, P. (2000). The perception of risk. London: Earthscan.",Wider source cited in weekly response; not part of the university-provided reading category for this week.,MY RESPONSES.docx / compiled_weekly_reading_list.docx
w03-w-008,3,"Leadership values, leadership practice and leadership under uncertainty",wider_from_my_responses,Wider sources from my responses,my_responses_bibliography,Article/Book/Report,Irrational beliefs and psychological distress,"Vîslă, A., Flückiger, C., Grosse Holtforth, M. and David, D",2016,,,,,,,,,"Vîslă, A., Flückiger, C., Grosse Holtforth, M. and David, D. (2016). ‘Irrational beliefs and psychological distress’, Journal of Clinical Psychology, 72(7), pp. 704-719.",Wider source cited in weekly response; not part of the university-provided reading category for this week.,MY RESPONSES.docx / compiled_weekly_reading_list.docx
w04-u-030,4,"Leadership style, organisational culture and followership",uni_provided_core,Core reading,university_course_reading_list,Article,Empirical and Theoretical Validity of Hersey-Blanchard's Contingency Model: A Critical Analysis,"Meirovich, Gavriel; Gu, Jian",2015,The Journal of applied management and entrepreneurship,7/1/2015,20.0,3,56-74,10.9774/GLEAF.3709.2015.ju.00006,https://doi.org/10.9774/GLEAF.3709.2015.ju.00006,https://eu.alma.exlibrisgroup.com/view/uresolver/44MAN_INST/openurl?ctx_enc=info:ofi/enc:UTF-8&ctx_id=10_1&ctx_tim=2021-11-20+12:15:55&ctx_ver=Z39.88-2004&url_ctx_fmt=info:ofi/fmt:kev:mtx:ctx&url_ver=Z39.88-2004&rfr_id=info:sid/primo.exlibrisgroup.com-proquest_cross&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft.genre=article&rft.atitle=Empirical+and+Theoretical+Validity+of+Hersey-Blanchard%27s+Contingency+Model%3A+A+Critical+Analysis&rft.jtitle=The+Journal+of+applied+management+and+entrepreneurship&rft.au=Meirovich%2C+Gavriel&rft.date=2015-07-01&rft.volume=20&rft.issue=3&rft.spage=56&rft.epage=74&rft.pages=56-74&rft.issn=1077-1158&rft.eissn=2326-3709&rft_id=info:doi/10.9774%2FGLEAF.3709.2015.ju.00006&rft.pub=Taylor+%26+Francis+Ltd&rft.place=Sheffield&rft_dat=<proquest_cross>1749653408</proquest_cross>&svc_dat=viewit,"Meirovich, Gavriel ; Gu, Jian (2015) Empirical and Theoretical Validity of Hersey-Blanchard's Contingency Model: A Critical Analysis. Article The Journal of applied management and entrepreneurship, 20.0(3), pp. 56-74 doi:10.9774/GLEAF.3709.2015.ju.00006 Available at: https://eu.alma.exlibrisgroup.com/view/uresolver/44MAN_INST/openurl?ctx_enc=info:ofi/enc:UTF-8&ctx_id=10_1&ctx_tim=2021-11-20+12:15:55&ctx_ver=Z39.88-2004&url_ctx_fmt=info:ofi/fmt:kev:mtx:ctx&url_ver=Z39.88-2004&rfr_id=info:sid/primo.exlibrisgroup.com-proquest_cross&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft.genre=article&rft.atitle=Empirical+and+Theoretical+Validity+of+Hersey-Blanchard%27s+Contingency+Model%3A+A+Critical+Analysis&rft.jtitle=The+Journal+of+applied+management+and+entrepreneurship&rft.au=Meirovich%2C+Gavriel&rft.date=2015-07-01&rft.volume=20&rft.issue=3&rft.spage=56&rft.epage=74&rft.pages=56-74&rft.issn=1077-1158&rft.eissn=2326-3709&rft_id=info:doi/10.9774%2FGLEAF.3709.2015.ju.00006&rft.pub=Taylor+%26+Francis+Ltd&rft.place=Sheffield&rft_dat=<proquest_cross>1749653408</proquest_cross>&svc_dat=viewit",,Full-reading-list-leadership-management-in-health-humanitarianism.csv
w04-u-031,4,"Leadership style, organisational culture and followership",uni_provided_core,Core reading,university_course_reading_list,Article,Three Cultures of Management: The Key to Organizational Learning,"Schein, Edgar",1996,Sloan Management Review,10/1/1996,38.0,1,20-Sep,,,http://search.proquest.com/docview/224971935/?pq-origsite=primo,"Schein, Edgar (1996) Three Cultures of Management: The Key to Organizational Learning. Article Sloan Management Review, 38.0(1), pp. 20-Sep Available at: http://search.proquest.com/docview/224971935/?pq-origsite=primo",,Full-reading-list-leadership-management-in-health-humanitarianism.csv
w04-u-032,4,"Leadership style, organisational culture and followership",uni_provided_core,Core reading,university_course_reading_list,Book Chapter,Transformational  leadership,"Bass, Bernard M.",2006,L Erlbaum Associates,2006,,,1 online resource (292 pages),,,,"Bass, Bernard M. (2006) Transformational  leadership. Book Chapter L Erlbaum Associates",Description based upon print version of record.,Full-reading-list-leadership-management-in-health-humanitarianism.csv
w04-u-033,4,"Leadership style, organisational culture and followership",uni_provided_core,Core reading,university_course_reading_list,Article,40 years of storming: a historical review of Tuckman's model of small group development,"Bonebright, Denise A",2010,Human resource development international,2010-02,13.0,1,111-120,10.1080/13678861003589099,https://doi.org/10.1080/13678861003589099,https://eu.alma.exlibrisgroup.com/view/uresolver/44MAN_INST/openurl?ctx_enc=info:ofi/enc:UTF-8&ctx_id=10_1&ctx_tim=2020-12-31+18:03:51&ctx_ver=Z39.88-2004&url_ctx_fmt=info:ofi/fmt:kev:mtx:ctx&url_ver=Z39.88-2004&rfr_id=info:sid/primo.exlibrisgroup.com-cross&req_id=&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft.genre=article&rft.atitle=40+years+of+storming%3A+a+historical+review+of+Tuckman%27s+model+of+small+group+development&rft.jtitle=Human+resource+development+international&rft.btitle=&rft.aulast=Bonebright&rft.auinit=&rft.auinit1=&rft.auinitm=A&rft.ausuffix=&rft.au=Bonebright%2C+Denise+A&rft.aucorp=&rft.date=2010-02&rft.volume=13&rft.issue=1&rft.part=&rft.quarter=&rft.ssn=&rft.spage=111&rft.epage=120&rft.pages=111-120&rft.artnum=&rft.issn=1469-8374&rft.eissn=1469-8374&rft.isbn=&rft.sici=&rft.coden=&rft_id=info:doi/10.1080%2F13678861003589099&rft.object_id=&rft.eisbn=&rft.edition=&rft.pub=Informa+UK+Limited&rft.place=&rft.series=&rft.stitle=&rft.bici=&rft_id=info:bibcode/&rft_id=info:hdl/&rft_id=info:lccn/&rft_id=info:oclcnum/&rft_id=info:pmid/&rft_id=info:eric/&rft_dat=<cross>10_1080_13678861003589099</cross>&svc_dat=viewit&rft_galeid=,"Bonebright, Denise A (2010) 40 years of storming: a historical review of Tuckman's model of small group development. Article Human resource development international, 13.0(1), pp. 111-120 doi:10.1080/13678861003589099 Available at: https://eu.alma.exlibrisgroup.com/view/uresolver/44MAN_INST/openurl?ctx_enc=info:ofi/enc:UTF-8&ctx_id=10_1&ctx_tim=2020-12-31+18:03:51&ctx_ver=Z39.88-2004&url_ctx_fmt=info:ofi/fmt:kev:mtx:ctx&url_ver=Z39.88-2004&rfr_id=info:sid/primo.exlibrisgroup.com-cross&req_id=&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft.genre=article&rft.atitle=40+years+of+storming%3A+a+historical+review+of+Tuckman%27s+model+of+small+group+development&rft.jtitle=Human+resource+development+international&rft.btitle=&rft.aulast=Bonebright&rft.auinit=&rft.auinit1=&rft.auinitm=A&rft.ausuffix=&rft.au=Bonebright%2C+Denise+A&rft.aucorp=&rft.date=2010-02&rft.volume=13&rft.issue=1&rft.part=&rft.quarter=&rft.ssn=&rft.spage=111&rft.epage=120&rft.pages=111-120&rft.artnum=&rft.issn=1469-8374&rft.eissn=1469-8374&rft.isbn=&rft.sici=&rft.coden=&rft_id=info:doi/10.1080%2F13678861003589099&rft.object_id=&rft.eisbn=&rft.edition=&rft.pub=Informa+UK+Limited&rft.place=&rft.series=&rft.stitle=&rft.bici=&rft_id=info:bibcode/&rft_id=info:hdl/&rft_id=info:lccn/&rft_id=info:oclcnum/&rft_id=info:pmid/&rft_id=info:eric/&rft_dat=<cross>10_1080_13678861003589099</cross>&svc_dat=viewit&rft_galeid=",1469-8374,Full-reading-list-leadership-management-in-health-humanitarianism.csv
